ID,Post description
5528,"Apakah Anda tahu tentang Monkeypox? Ini adalah penyakit virus langka yang mirip dengan cacar, tetapi lebih ringan. Gejala termasuk demam, sakit kepala, nyeri otot, dan ruam. Penting untuk tetap terinformasi dan mengambil langkah yang diperlukan untuk melindungi diri sendiri dan orang lain. Tetap aman semuanya! #Monkeypox #PenyakitVirus #TetapTerinformasi #KesadaranKesehatan 🌍🔬 #bhintunggalsenar"
2673,"Saat ini, kasus cacar monyet telah terdeteksi di lebih dari 70 negara dengan jumlah kasus mencapai belasan ribu.

Masyarakat Sumatera Utara harus lebih waspada dengan munculnya penyakit yang mulai menyerang di Negara Indonesia yaitu Cacar Monyet. 

Cacar monyet adalah penyakit yang menyebabkan demam, menggigil, pembengkakan kelenjar getah bening, dan lesi kulit.

Yuk lebih waspada dan kenali gejala gejala tersebut! 

#sumutbermartabat #sumut #AdpimSumut #BiroAdpimSumut #WabahCacarMonyet #CacarMonyet #MonkeyPox"
3030,"Kalian pasti sudah tahu berita yang belakangan ini menghebohkan masyarakat, yaitu Cacar Monyet. Tapi apakah kalian tahu apa itu cacar monyet? Dan seberapa bahayanya?

Share ke sedulur dan teman kalian.

#sedulursasongko #saestusae #adiksasongko #adisas #kotasolo #soloraya #cacarmonyet #monkeypox"
737,"Hasil Tes Orofaring Suspek Cacar Monyet di Jateng Dinyatakan Negatif 

Dilansir dari jatengprov.go.id
Gubernur Jawa Tengah Ganjar Pranowo menyatakan hasil pemeriksaan dari seorang pasien suspek cacar monyet atau monkeypox di Jawa Tengah, telah keluar. Hasilnya, yang bersangkutan negatif.
Boyolali, Kamis (4/8/2022).

Namun suspek tersebut belum beres diperiksa. karena ada dua tahap pemeriksaan test pasien, 1 melalui Orafaring yaitu swab mulut dan tenggorokan yang dinyatakan Negatif dan pemeriksaan sampel dari lesi dan ruam yang memang belum keluar hasilnya.
(Kementerian Kesehatan RI)

#cacarmonyet #suspekcacarmonyet #jawatengah #monkeypox"
254,"#KJRILosAngeles mengimbau kepada seluruh warga negara Indonesia (WNI) yang berada atau berkunjung ke wilayah kerja di wilayah kerja kami (Arizona, California Selatan, Colorado, Hawaii, Nevada Selatan, Utah, dan Kepulauan Pasifik di teritori AS), agar waspada dan berhati-hati terhadap penyebaran cacar monyet atau #Monkeypox.

#indonesianinla #inidiplomasi"
3687,"Wow ternyata 5 Penyakit ini pernah tren di tahun 2022. Yuk cek info lebih lanjut!

Jaga kesehatan selalu ya Sobat Sehat!
Jangan kasih kendor ke prokes dan jaga daya tahan tubuh agar tetap sehat.

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#InfoApoteker #InfoApotekerK24 #apotekerk24sobatkeluarga #sehat #hidupsehat #fit #sehat #penyakit #covid-19 #ginjalakut #Hepatitis #monkeypox #cacarmonyet #polio #OmicronXBB #K24ApoteknyaIndonesia #K24Update #K243Januari23 #K24East3Januari23 #SobatSehat #apotekerk24 #InfoSehat #tipssehat #tipskesehatan"
7821,"Wahhh lagi marak nih MPOX alias Monkey Pox (cacar monyet) 😱
Seperti apa siiihh bentuk, cara penularannya, pencegahannya 
Apalagi utk temen2 yg punya imunitas rendah..
Kepoin di YouTube nya klik 

https://youtube.com/live/9g4r7LRDOyM?feature=shared

Kolaborasi kegiatan KPA X Dinkes Kota Tangerang 

#kolaborasikegiatan
#monkeypox
#hivaids
#cegah
#prevenetive"
4464,"Sekarang lagi banyak yang bahas soal Mpox di berita dan medsos, nih. Apalagi per 26 Oktober sudah ada 14 kasus Mpox yang ditemukan di Indonesia. 

Sebenarnya apa sih yang perlu kita ketahui dan waspadai terkait Mpox ini? Yuk cek-cek infografisnya untuk mengatahui berbagai informasi soal Mpox, ya!

Sumber : RCCE

#Mpox #Rcceid #pmiselalubantu"
2739,"Satu orang suspect cacar monyet atau monkeypox ditemukan di Jawa Timur. Suspect tersebut dikabarkan tidak melakukan perjalanan dari luar negeri.

”Satu orang suspect ditemukan,” kata Kepala Dinas Kesehatan Provinsi Jawa Timur Erwin Astha Triyono, Selasa (30/8). Laporan adanya 1 orang suspect itu diterima dari Dinas Kesehatan Lamongan. Suspect tersebut baru melakukan pengecekan atau tes.

”Satu orang suspect dari Lamongan. Saya dapat laporan begitu,” terang Erwin Astha Triyono.

Beruntung, lanjut dia, suspect tersebut dinyatakan negatif monkeypox. Meski demikian, Dinkes Jatim tetap mewajibkan suspect untuk melakukan isolasi mandiri.

Dia meminta warga Jatim yang memiliki gejala cacar untuk segera memeriksakan diri ke fasilitas kesehatan (faskes) terdekat. Untuk mendeteksi adanya monkeypox, tes PCR wajib dilakukan.

Baca selengkapnya di https://www.jawapos.com/jpg-today/30/08/2022/hasil-tes-satu-orang-suspect-monkeypox-di-lamongan-negatif/

#jawapos #bacajawapos #jawaposcom #jawapostv #berita #beritaterkini #beritaviral #viral #trending #hasil #tes #satu #orang #suspect #monkeypox #cacarmonyet #lamongan #negatif"
5980,"Posted @withregram • @dinkesjabar UPDATE KASUS MONKEYPOX DI JAWA BARAT 🛑🦠

Waspada! Kasus Monkeypox di Jawa Barat terus dipantau.

Tetap jaga kesehatan dan patuhi protokol kesehatan untuk mencegah penyebaran. Pastikan kamu selalu update informasi terbaru dan segera periksakan diri jika mengalami gejala yang mencurigakan.

Lindungi diri dan keluarga dari ancaman penyakit ini!

#Monkeypox #JawaBarat #UpdateKasus #WaspadaMonkeypox #KesehatanMasyarakat"
6240,"WASPADA! Monkeypox semakin meresahkan!

Belakangan ini penyakit Monkeypox sedang heboh diperbincangkan. Tentunya hal ini membuat masyarakat menjadi resah. Swipe untuk melihat informasi selengkapnya yaa Sobat Sehat!

Jika Anda merasakan gejala yang mengarah ke penyakit cacar monyet, jangan ragu untuk melakukan pemeriksaan ke dokter ya Sobat Sehat agar bisa mendapatkan penanganan yang tepat. Stay safe 💛💚💛💚

#cacarmonyet #cacar #monkeypox #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K2429Agustus24 #K24West29Agustus24"
3949,"Hai sobat sehat 👋

Kamu bisa jadi superhero kalau kamu berperan aktif melindungi diri dan orang lain dari penyakit Monkeypox.

Bagaimana caranya?

Yuk simak informasi lengkapnya pada postingan diatas 😉

#Monkeypox #GejalaMonkeypox #Infokesehatan #DinasKesehatan #DKIJakarta #SuksesJakartaUntukIndonesia"
4238,"Kementerian Kesehatan melaporkan jumlah kasus cacar monyet (Mpox) di DKI Jakarta bertambah. Kini total ada 14 kasus.

Rata-rata kasus bergejala simtomatik seperi timbulnya lesi, demam, nyeri tenggorokan, sakit otot, menggigil, badan terasa sakit, mual, diare, nyeri di mulut dan lainnya. Sementara itu hanya 1 kasus yang asimtomatik.

""Dari 14 kasus tersebut 12 di antaranya mengidap HIV, 5 kasus sivilis, dan 1 kasus hipertensi,"" ungkap Direktur Jenderal Pencegahan dan Pengendalian Penyakit Kementerian Kesehatan Maxi Rein Rondonuwu pada Kamis (26/10).

#Kasus #Monkeypox #Mpox #CacarMonyet #Bertambah #DKIJakarta"
5906,"Monkeypox pertama kali dikenalpasti di makmal pada tahun 1958 dalam monyet yang digunakan untuk penyelidikan, namun ia lebih biasa ditemui dalam haiwan liar seperti tikus, tupai, dan haiwan kecil di Afrika Tengah dan Barat. Wabak pertama dalam kalangan manusia dilaporkan pada tahun 1970 di Republik Demokratik Congo.

Mpox adalah penyakit berjangkit yang disebabkan oleh virus cacar monyet (MPXV), yang tergolong dalam genus Orthopoxvirus dan keluarga Poxviridae. Virus ini mempunyai dua klad yang berbeza, iaitu Klad I dan Klad II. Setiap klad ini mempunyai ciri-ciri genetik yang sedikit berbeza, dan mungkin memberikan kesan yang berbeza terhadap gejala dan kebolehan penyebaran penyakit.

Virus ini boleh merebak melalui:

* Sentuhan langsung dengan darah, cecair badan, atau luka pada kulit haiwan yang dijangkiti.

* Hubungan rapat dengan orang yang dijangkiti, termasuk melalui sentuhan langsung dengan ruam atau titisan pernafasan dari batuk atau bersin.

* Barang yang tercemar seperti pakaian atau peralatan yang telah bersentuhan dengan virus.

#careclinics #cchs #cacarmonyet #monkeypox #mpox #awareness"
571,"Hah? Kasus Monkeypox sudah ditemukan di Indonesia??

Beberapa waktu lalu Kemenkes menyatakan bahwa terdapat satu warga di Jawa Tengah yang masuk dalam kategori Monkeypox atau cacar monyet.

Tetap waspada dan terapkan pola hidup bersih dan sehat ya Sobat untuk mencegah penularan cacar monyet. Jangan lupa share dan save postingan ini untuk menyebarkan kewaspadaan tentang Monkeypox!

#monkeypox #cacarmonyet #jateng #cacar #cacarair #suspekmonkeypox #infosehat #infokesehatan #tipssehat #tipskesehatan #ApotekK24 #K24 #apotek #K24ApoteknyaIndonesia #SobatSehat #K245Agustus22 #K24Central5Agustus22"
6262,"Antara langkah pencegahan jangkitan:

1.  Ketahui tentang risiko mpox dalam komuniti anda.

2. Jika berisiko, dapatkan vaksin jika ada.

3. Dapatkan nasihat doktor dan pantau simptom. 

4. Cuci tangan dengan sabun dan air atau guna pembasmi kuman.

#careclinics #cchs #cacarmonyet #monkeypox #mpox #awareness"
5427,"Jangan panik Sahabat Pramita, Yuk kita bahas mitos dan fakta tentang monkeypox. Jaga kesehatanmu dengan benar, jangan mudah terpancing mitos palsu. 

#MitosFakta #Monkeypox #PramitaLab #ProudlyServingYou #BeHealthy #Behappy #InfoKesehatan #Sehat"
4723,"Kementerian Kesehatan mengungkapkan, saat ini terdapat tujuh temuan kasus aktif cacar monyet atau monkeypox di Indonesia. Semuanya berada di DKI Jakarta. 

Staf Teknis Komunikasi Transformasi Kesehatan Kemenkes Ngabila Salma menyatakan, tujuh kasus yang ada berasal dari transmisi lokal. Ketujuh pasien saat ini sedang melakukan isolasi di rumah sakit yang ditentukan Kemenkes. Tujuh orang pasien merupakan laki-laki berusia 25-35 tahun yang tertular melalui kontak seksual.

Sahabat jabal jangan panik dan takut, pastikan untuk selalu menjaga kebersihan diri dan pastikan kondisi tubuh sehat dan bugar ya🤗

#monkeypox #cacarmonyet 
#akupilihjrm #sahabatjabal"
2665,"𝗪𝐚𝐬𝐩𝐚𝐝𝐚𝐢 𝐏𝐞𝐧𝐲𝐚𝐤𝐢𝐭 𝐂𝐚𝐜𝐚𝐫 𝐌𝐨𝐧𝐲𝐞𝐭. 

Tidak hanya covid-19, saat ini Indonesia tengah gencar oleh wabah, yakni cacar monyet.

Penyakit ini dapat dikatakan berbahaya karena bisa menular, dengan gejala mulai dari demam, sakit kepala hingga ruam 😱

Sangat menakutkan bukan?
Yuk, cari tahu lebih lanjut informasinya🤩

#ardskin #ardskincare #perawatanwajahsulawesi #klinikcantiksulawesi #beautyclinicsulawesi #info_majene #polman_update #dokterkulitmajene #majenehits #kliniksulawesi #infoklinikkecantikansulawesi #dokterspesialiskulit #CacarMonyet #monkeypox"
6163,"Monkey Pox atau dikenali sebagai MPOX ialah penyakit berjangkit yang boleh menyebabkan ruam yang menyakitkan, nodus limfa yang membesar, demam, sakit kepala, sakit otot, sakit belakang dan tenaga yang rendah.

Menurut WHO, Sesetengah orang mungkin mempunyai kesan lesi kulit yang timbul di anggota badan seperti
📌Tapak tangan dan tapak kaki
📌Muka, mulut dan tekak
📌Pangkal peha dan kawasan kemaluan
📌Dubur

Menjaga jarak, kerap cuci tangan, dan hindari kontak langsung dengan haiwan liar dapat membantu mencegah penyebaran Monkey Pox✅

Jika anda mempunyai simptom MPOX, sila dapatkan rawatan dengan segera di klinik kami

#monkeypox #virus #uniklinik #uniklinikbukitjalil"
3608,"Wow ternyata 5 Penyakit ini pernah tren di tahun 2022. Yuk cek info lebih lanjut!

Jaga kesehatan selalu ya Sobat Sehat!
Jangan kasih kendor ke prokes dan jaga daya tahan tubuh agar tetap sehat.

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#InfoApoteker #InfoApotekerK24 #apotekerk24sobatkeluarga #sehat #hidupsehat #fit #sehat #penyakit #covid-19 #ginjalakut #Hepatitis #monkeypox #cacarmonyet #polio #OmicronXBB #K24ApoteknyaIndonesia #K24Update #K243Januari23 #K24Central3Januari23 #SobatSehat #apotekerk24 #InfoSehat #tipssehat #tipskesehatan"
4121,"Hai Sobat Innolab! 🫶

Tau gak sih? saat ini cacar monyet atau monkeypox sedang meningkat lho!😓

Menurut data dari Kemenkes RI, per-tanggal 25 Oktober 2023 kasus cacar monyet yang telah terkonfirmasi di Indonesia sudah 12 kasus, sejak pertama kali terkonfirmasi pada pertengahan tahun 2022. 

Cacar monyet atau monkeypox adalah infeksi yang disebabkan oleh monkeypox virus (MPXV) dan bersifat zoonosis atau dipengaruhi oleh hewan. 😱

Lalu, untuk mengetahui lebih detil dan lanjut mengenai cacar monyet, Sobat Innolab dapat menyimak postingan di atas ya!

Dan, jika memerlukan informasi lebih lanjut untuk pemeriksaan cacar monyet atau monkeypox bisa menghubungi WA Customer Relations (0812-8056-8046)!

Salam Sehat! ♥️

 #cacarmonyet #cacarmonyet #cacarmonyetgejala #cacarmonyetjakarta #cacarmonyet2022 #cacarmonyetindonesia #cacarmonyetsebagaidaruratglobal #monkeypox #monkeypoxvirus #monkeypoxvax #monkeypoxalert #monkeypoxcases #monkeypoxsymptoms #monkeypoxawareness #laboratorium #laboratoriummedis #laboratoriumklinik #laboratórium #laboratorium #laboratoriummedis #kalgen #kalgenlab #kalgeninnolab"
7737,"Kenali Mpox, tanda, gejala dan pencegahannya ya sahabat, segera periksakan jika mengalami gejala... 

Sehat selalu ya sahabat ☺

#puskesmasjelekong 
#bergerakuntukjelekongsehat 
#promkeskabbandung 
#promkespkmjelekong 
#Mpox"
4782,"Hallo..
sahabat syimed,
Yuk Kenali Apa Itu Monkey Pox atau biasa disebut Cacar Monyet?

Penjelasannya ada diatas 👆

#cacar #cacarmonyet #gejalacacarmonyet #monkeypox"
391,"Hai SohIB!

Pada tanggal 23 Juli 2022, WHO telah menetapkan status Monkeypox (virus cacar monyet) sebagai darurat kesehatan global/Public Health Emergency of International Concern (PHEIC).

Lalu, apakah penyakit cacar monyet ini menular? Yuk, simak informasinya, SohIB!

Tetap waspada dan selalu jaga kesehatan serta kebersihan ya, SohIB!

-------------
Indonesiabaik.id dapat diakses melalui:
- Website : indonesiabaik.id
- Instagram : instagram.com/indonesiabaik.id
- Twitter : twitter.com/IndonesiaBaikId
- Facebook : facebook.com/IndonesiaBaikId
- YouTube : youtube.com/IndonesiaBaikID
- TikTok : www.tiktok.com/@indonesiabaik.id
- Line Official Account : @tsx0642m
- WhatsApp : (+62) 818-180-128
- E-mail : indonesiabaik@kominfo.go.id
-------------

@kemenkes_ri @whoindonesia
#IndonesiaBaik #YangMudaSukaData #ProgramPemerintah #Infografis #CacarMonyet #MonkeyPox #Kesehatan #KominfoNewsroom"
2919,"Apa itu Monkeypox?
Kita simak bersama ya....

#monkeypox 
#cegahmonkeypox"
5560,Meleng dikit ganti topik 👀 #trendingindonesia #rachelsalim #aziza #megathrust #cpns #jessicabebas  #monkeypox #putusanMK
543,"Kementerian Kesehatan RI mengonfirmasi seorang warga di Jawa Tengah yang kini berstatus suspek cacar monyet (monkeypox). 
Warga tersebut saat ini menjalani perawatan di salah satu rumah sakit swasta.
Juru bicara Kemenkes Mohammad Syahril mengatakan pasien merupakan laki-laki berusia 55 tahun, dan bukan pelaku perjalanan luar negeri. 
Pasien suspek cacar monyet ini akan diperiksa lebih lanjut untuk memastikan penyakitnya.
Kemenkes menyatakan bakal memperkuat deteksi dini pada kelompok dengan orientasi seksual gay.
Pasalnya, di sejumlah negara penyakit tersebut banyak menginfeksi pria gay.
IDI meminta pemerintah memperluas dan memperketat pemeriksaan atau skrining di pintu-pintu masuk Indonesia.

#mediadigitalcpp #indotvlive #virus #monkeypox #jateng #kesehatan"
490,"Baru-baru ini Badan Kesehatan Dunia WHO mengumumkan cacar monyet sebagai darurat kesehatan masyarakat global.

Apa saja langkah pencegahan agar terhindar dari wabah cacar monyet? Simak selengkapnya.

#cacarmonyet #monkeypox #wabahcacarmonyet #wabahdunia #pencegahancacarmonyet #mengobaticacarmonyet #wabah #cacar #waspadacacarmonyet #hidupsehat #hidupbersih #penularancacarmonyet #who #pheic #infokesehatan #tipssehat #inoklinik #simklinik #simklinikterintegrasi #aplikasiklinik #eresep #emr #simrs #aplikasidokter #aplikasipraktekdokter"
4528,"⚠️Darurat Monkeypox⚠️ 

Kasus penyakit Monkeypox atau Cacar Monyet kini muncul di Indonesia dan kasusnya kian bertambah. Berbagai media sudah memberitakan pertambahan penderita cacar monyet di berbagai daerah. 

Yuk Columbians kenali gejala dan cara penanganan preventif untuk mencegah terinfeksi virus cacar monyet ke orang terdekat kita. 

Salam Sehat,

RS Columbia Asia Indonesia

#RSColumbiaAsia #RSColumbiaAsiaMedan #RSKBColumbiaAsiaSemarang #RSKBColumbiaAsiaPulomas #RSColumbiaAsiaAksara #RSColumbiaAsiaBSD #SehatBersamaRSColumbiaAsia #PassionForMakingPeopleBetter #ColumbiaAsiaPilihanku #KamidiSiniuntukmu #MonkeyPox #PengecahanMonkeyPox"
3022,"Zoonosis merupakan penyakit menular dari hewan ke manusia, sehingga Jokowi mengingatkan kepada masyarakat untuk selalu menjaga jarak dengan Hewan sakit serta lebih ekstra dalam menjaga kesehatan.

Jangan lupa follow @suaragaruda.ri
Jangan lupa follow @suaragaruda.ri
Jangan lupa follow @suaragaruda.ri

 #Jokowi #JokoWidodo #PresidenJokowi #Indonesia #IndonesiaMaju #PresidenIndonesia #JokowiBersamaRakyat #ferdysambo #irjenferdysambo #exploreindonesia #brigadirj #bharadae #sayapsayappatah #zoonosis #monkeypox #cacarmonyet #mencuriradensaleh #jagakesehatan #kesehatan #wonderfulindonesia #indonesiaparadise #indonesiabisa #putrichandrawathi #pulihlebihcepatbangkitlebihkuat"
6088,"Hai sahabat sehat puskesmas Tanjungrejo, ada yang lagi viral nih. Kalian perlu paham tentang penyakit mpox. Yuk kenalin penyakitnya biar lebih waspada. Mari kita tetap waspada melindungi diri kita dan orang yang kita sayang. 

Repost @dinkeskabkudus

#mpox #monkeypox #waspadapenyakit #newupdate
#wabahpenyakit #bukancacarair #puskesmastanjungrejo
#dinkeskabkudus #dinkesprovjateng #kemenkesri🇮🇩"
725,"Gubernur Jawa Tengah, Ganjar Pranowo mengungkapkan hasil pemeriksaan dari seorang pasien suspek cacar monyet atau monkeypox di Jawa Tengah, dinyatakan negatif.

""Kemarin terindikasi satu (orang pasien suspek), tadi hasil PCR-nya negatif,"" kata Ganjar.

Meski demikian, Ganjar mengingatkan kepada masyarakat agar tetap waspada dan jangan panik. Bagi yang memiliki gejala mirip cacar monyet, agar segera periksa.

#gubernurjateng #ganjarpranowo #cacarmonyet #jawatengah #infokesehatan #monkeypox #beritaterkini #infoupdate #publiciti"
5682,"MANILA, 21 OGOS – Kes mpox pertama yang dilaporkan oleh Filipina pada tahun ini adalah varian lemah dan tidak membawa maut yang mencetuskan amaran kecemasan global, kata Setiausaha Kesihatan, Teodoro Herbosa hari ini.

Jenis virus Clade 1b yang amat mudah berjangkit telah membunuh ratusan orang di Republik Demokratik Congo dan juga telah dikesan Burundi, Kenya, Rwanda, Uganda dan Sweden.

📸: Foto Stok

Ikuti lebih lanjut di dalam akhbar Media Permata atau Media Permata digital melalui online dan telefon mudah alih.

mediapermata.com.bn

#MediaPermata #BeritaBrunei #ASEAN #Kes #baharu #mpox #di #Filipina #bukan #varian #bawa #maut"
3100,"Direktur Pencegahan dan Pengendalian Penyakit (P2P) Kemenkes RI Maxi Rein Rondonuwu mengungkap pasien pertama cacar monyet di Indonesia sudah sembuh. Hasil tes PCR dinyatakan negatif.

Mengutip laporan update harian Kemenkes RI, Maxi menyebut total ada 38 kasus yang dinyatakan discarded atau dikesampingkan dari kemungkinan infeksi cacar monyet.

""Pasien positif cacar monyet sudah dinyatakan sembuh dan negatif cacar monyet,"" terang Maxi ketika dikonfirmasi pada Senin (29/8/2022).

Gejala cacar monyet bagi sebagian orang mungkin tampak samar dan sulit dibedakan. Namun, Ketua Satgas Monkeypox PB IDI dr Hanny Nilasari, SpKK, menyebut ruam akibat cacar monyet umumnya terlihat pada wajah.

Ruam tersebut kemudian menyebar ke daerah telapak tangan, kaki, dan beberapa di area alat genital.  Sementara itu, Maxi menjelaskan bahwa pihaknya telah menerima laporan sebanyak 39 kasus cacar monyet yang ditemukan di Indonesia, yang terdiri dari 38 kasus discarded atau disisihkan dan 1 kasus terkonfirmasi positif. 

by @kusumapertiwisitorus @salmondarat 

#sobatlab pengen tahu tentang apa lagi nih? bisa comment langsung dibawah ya✨
Jangan lupa like 👍, save 🔖dan follow akun social media kita. Share juga ke teman-teman sobat ya 😊

@kemenkes_ri @whoindonesia
#IndonesiaBaik #YangMudaSukaData #ProgramPemerintah #Infografis #MasaInkubasi #Kesehatan #KominfoNewsroom #cnnindonesia #cnnindonesiacom #cacarmonyet #monkeypox #infokesehatan #hidupsehat #penyakit #wabahcacarmonyet #wabah #breakingnews #breaking #beritanasional #info #infoterkini #berita #beritaterkini"
4760,"Akhir-akhir ini pemberitaan mengenai cacar monyet (monkeypox) mulai sering kita lihat. Penyakit ini pun sudah ditemukan dan menyebar di Indonesia. Sebenarnya apa itu cacar monyet? Bagaimana tanda/gejala dan penularannya? Serta apa yang harus kita lakukan untuk mencegah cacar monyet? Yuk, simak penjelasannya! 🙈🐒🙈

•••

Ingin tahu info bermanfaat lainnya? 🧐
Follow @apotek.setu untuk mendapatkan informasi terkini seputar kesehatan 😀

•••

Penuhi kebutuhan obat & vitamin keluarga hanya di @apotek.setu 🙂

•••

Konsultasikan kebutuhan obat & vitamin keluarga anda dengan kami di @apotek.setu 😉

•••

#cacarmonyet #monkeypox #infeksi #infokesehatan #hidupsehat #DukungGERMAS #cirebon #apotek #tipsinstagram"
7249,"Perhatian-perhatian!

Buat Sobat Seindo yang sedang melakukan perjalanan ke luar negeri dan akan kembali ke Indonesia, wajib buat isi data perjalanan kamu di aplikasi SATUSEHAT Health Pass, ya! 🛂

Kebijakan ini telah berlaku mulai 29 Agustus 2024 bagi semua traveler luar negeri yang akan memasuki Indonesia. Hal ini sebagai upaya pencegahan penularan Monkeypox (Mpox) di Indonesia.

Mau tau cara lengkap mengisi SATUSEHAT Health Pass? Cek di slide berikutnya! >>>"
5169," Kamu punya pertanyaan tentang #MPOX? Kami punya jawabannya di sini! Ayo bersama-sama menjaga diri dan orang lain dari #mpox 💪🤔 

Baca lebih lanjut di sini: 
Bit.ly/MpoxQandA"
505,"Jangan panik, namun tetap waspada akan potensi penyebaran cacar monyet. Pelajari cara mencegahnya. #cacarmonyet #monkeypox #waspadacacarmonyet #kemenkes #kementeriankesehatan"
910,"Momok Baru Itu Bernama Monkeypox

Oleh. Rahmiani. Tiflen, Skep.
(Kontributor NarasiPost.Com)

NarasiPost.Com-Belum tuntas permasalahan pandemi global Covid-19, yang mana hari ini kita dituntut agar dapat hidup berdampingan dengan virus tersebut, seraya tetap mematuhi protokol kesehatan yang ada. Namun kini, muncul lagi pendatang baru yang siap menjadi ancaman di tengah-tengah masyarakat. Momok baru itu lebih dikenal dengan nama virus Monkeypox (cacar monyet).

Kewaspadaan Publik

Sebagaimana disampaikan oleh Organisasi Kesehatan Dunia (WHO) bahwa kini penyakit cacar monyet ditetapkan sebagai Darurat Kesehatan Global atau Public Health Emergency of International Concern (PHEIC). Yang mana hal tersebut merupakan kondisi darurat yang berkaitan dengan kejadian luar biasa sehingga patut untuk diwaspadai oleh masyarakat Internasional, sebab hal ini dapat mengancam kesehatan (suara.com, 25/07/22).

Naskah selengkapnya:
https://narasipost.com/2022/08/07/momok-baru-itu-bernama-monkeypox/

Support us:
🔵 FB : Narasi post
🔵 FP : Narasipostmedia
🔵 Twitter : narasipost
📧 narasipostmedia@gmail.com

Jazakunallah khoiron katsiiroo ya Sahabat yang telah me-like, share, dan komen. Tebar kebaikan dengan  artikel ini seluas-luasnya. 😊

#monkeypox #penyakitkulit #cacarmonyet #medical #opini #narasipost"
4514,"#repost @dinkesdki Hai sobat sehat 👋

Kamu bisa jadi superhero kalau kamu mau melindungi diri dan orang lain dari penyakit Monkeypox.

Bagaimana caranya?

Yuk simak informasi lengkapnya pada postingan diatas 😉

#Monkeypox #GejalaMonkeypox #Infokesehatan #DinasKesehatan #DKIJakarta #SuksesJakartaUntukIndonesia"
1782,"Masih bingung membedakan cacar monyet dengan cacar air? Yuk simak postingan ini!

Meskipun sekilas keduanya tampak mirip, namun cacar monyet dan cacar air merupakan dua jenis penyakit yang berbeda lho.
Cek info selengkapnya ya Sobat Sehat! Jangan lupa save postingan ini dan share ke orang-orang di sekitarmu agar lebih aware dengan penyakit Monkeypox atau cacar monyet.

Selalu jaga kesehatan dan disiplin dengan prokes ya Sobat Sehat! Pakai masker, rajin cuci tangan dengan air dan sabun atau gunakan hand sanitizer, jaga jarak, hindari kerumunan, dan kurangi mobilitas.
Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#monkeypox #cacarmonyet #cacar #cacarair #suspekmonkeypox #infosehat #infokesehatan #tipssehat #tipskesehatan #ApotekK24 #K24 #apotek #K24ApoteknyaIndonesia #SobatSehat #K2423Agustus22 #K24West23Agustus22"
5939,"Monkeypox adalah infeksi virus langka yang disebabkan oleh virus monkeypox, bagian dari keluarga virus orthopoxvirus. Penyakit ini dinamai demikian karena pertama kali ditemukan pada monyet di laboratorium pada tahun 1958. 

Monkeypox mirip dengan cacar tetapi umumnya lebih ringan. Virus ini dapat menyebar dari hewan ke manusia melalui kontak langsung atau dari manusia ke manusia melalui kontak dekat. Gejalanya meliputi ruam kulit, demam, nyeri otot, dan pembengkakan kelenjar getah bening. Meskipun kasusnya biasanya sembuh dengan sendirinya, pengawasan dan penanganan yang tepat sangat penting untuk mencegah penyebaran
Yuk simak penjelasan lebih lanjut 👉🏻
.
#monkeypox #monkeypoxvirus #medical #medicalschool #medicalinformation"
6978,"WASPADA! Monkeypox semakin meresahkan!

Belakangan ini penyakit Monkeypox sedang heboh diperbincangkan. Tentunya hal ini membuat masyarakat menjadi resah. Swipe untuk melihat informasi selengkapnya yaa Sobat Sehat!

Jika Anda merasakan gejala yang mengarah ke penyakit cacar monyet, jangan ragu untuk melakukan pemeriksaan ke dokter ya Sobat Sehat agar bisa mendapatkan penanganan yang tepat. Stay safe 💛💚💛💚

#cacarmonyet #cacar #monkeypox #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K2429Agustus24 #K24West29Agustus24"
5415,"Udah tua ngapain sih vaksin-vaksin lagi.. 
Eitsss siapa bilang.. Bahkan ada vaksin yang wajin untuk lansia lho
Yuk simak penjelasan diatas ☝☝☝

#allaboutcarevaccine #allaboutcare #klinikanaksemarang #kliniksemarang #klinikkesehatan #care⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ #vaksin #vaksinsemarang #kliniksemarang #homecaresemarang #vaksinhomecare⁣ #sunatanak #sunatanaksemarang
#vaksininfluenza #influenza #vaksininfluenzasemarang #vaksinlengkap  #vaksinpneumonia #vaksinlansia #vaksinkankerservikssemarang #vaksinkankerserviks #hfmd #flusingapura #flusingapore #cacarmonyet #monkeypox #monkeypoxvirus #demamtifoid #demamtifoidanak #batukpertusis"
5654,"Kekal berjaga-jaga, amalkan langkah pencegahan, dan lindungi diri serta keluarga Mama. ☝️

#monkeypox #cacarmonyet #penyakit #berjangkit #kesihatan #kelabmama"
